No,학년,학수번호,과목분야,교과번호,"이수
구분","과목
번호",교과목명,영문교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공","제청
학부(과)/전공","개설
학부(과)/전공",강의요시/강의실,담당교수,"강의비율
대면:녹화:실시간","수업
유형","캡스톤
(ABF제
적용)","NCS
(ABF제
적용)","패스
과목","원어
강의","원어
유형","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",영역,합반
62,1,BBAA62288,MATH,0100109,지교,0062,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 월16-18(공B475), 수13-15(공B473)", 안소영,96.9:3.1:0,,0,0,,0,,48,48,0,60,,이론,일반,,0
63,1,BBAA62288,MATH,0100109,지교,0063,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 월13-15(공B360), 수16-18(공B475)", 안소영,96.9:3.1:0,,0,0,,0,,60,60,0,60,,이론,일반,,0
64,1,BBAA62288,MATH,0100109,지교,0064,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 월01-03(새602), 수04-06(새602)", 남영우,100:0:0,,0,0,,0,,47,47,0,60,,이론,일반,,0
65,1,BBAA62288,MATH,0100109,지교,0065,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 월10-12(새503), 금13-15(새503)", 안수엽,71.9:28.1:0,,0,0,,0,,57,57,0,60,,이론,일반,,0
66,1,BBAA62288,MATH,0100109,지교,0066,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 월13-15(새503), 금10-12(새503)", 안수엽,71.9:28.1:0,,0,0,,0,,57,57,0,60,,이론,일반,,0
67,1,BBAA62288,MATH,0100109,지교,0067,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 화01-03(새602), 목04-06(새602)", 홍석영,75:25:0,,0,0,,0,,36,36,0,60,,이론,일반,,0
68,1,BBAA62288,MATH,0100109,지교,0068,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 화04-06(새602), 목01-03(새602)", 홍석영,75:25:0,,0,0,,0,,48,48,0,60,,이론,일반,,0
69,1,BBAA62288,MATH,0100109,지교,0069,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학," 화07-09(새602), 목10-12(새602)", 이은경,93.8:6.3:0,,0,0,,0,,59,59,0,60,,이론,일반,,0
70,1,BBAA62288,MATH,0100109,지교,0070,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학, 수01-06(새503), 김선영,43.8:56.3:0,,0,0,,0,,58,58,0,60,,이론,B-러닝(녹화+대면),,0
71,1,BBAA62288,MATH,0100109,지교,0071,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학, 목10-15(새503), 송원희,75:25:0,,0,0,,0,,60,60,0,60,,이론,일반,,0
72,1,BBAA62288,MATH,0100109,지교,0072,벡터미적분학,VECTOR CALCULUS,,"*2020학년도 교육과정 개편으로 수학및연습2가
 '벡터미적분학'으로 과목명 변경.

*'기 취득한 교과목의 중복수강신청에 따른 학칙'에 따라
중복이수과목으로 간주되어 이중으로 학점인정 불가. 

*교내 수업지침 변경에 따라 강의방식이 변경될 수 있음.",3.0,3.0," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공, 유기나노시스템공, 전자공, 기계공학부, 전기전자공학부, 화학공학부, 기계항공공학부, 산업공학과",공과대학,공과대학, 금04-09(새602), 연윤정,75:25:0,,0,0,,0,,59,59,0,60,,이론,일반,,0
73,1,BBAA63136,DESI,0304103,지교,0073,뷰티산업과전산실무,BEAUTY INDUSTRY COMPUTING PRACTICE,,K뷰티산업융합학과 학생 수강 가능,3.0,3.0, K뷰티산업융합학과,K뷰티산업융합학과,공과대학, 토03-08(산학320), 이영희,100:0:0,,0,0,,0,,33,33,0,64,,이론,일반,,0
74,1,BGAA08797,COST,0000102,지교,0074,의복구성2,CONSTRUCTION OF COLTHING  II,,"본전공자와 다전공자로서, 의복구성1을 수강한 학생에 한하여 수강 가능함. 학습진도나 내용은 상황에 따라 변동이 있을 수 있음",3.0,4.0, 의상디자인,의상디자인학과,예술디자인대학, 목11-18(예623), 이소영,100:0:0,,0,0,,0,,23,23,0,20,,이론+실습,일반,,0
75,1,BGAA08797,COST,0000102,지교,0075,의복구성2,CONSTRUCTION OF COLTHING  II,,"본전공자와 다전공자로서, 의복구성1을 수강한 학생에 한하여 수강 가능함. 학습진도나 내용은 상황에 따라 변동이 있을 수 있음",3.0,4.0, 의상디자인,의상디자인학과,예술디자인대학, 월11-18(예623), 장자문,100:0:0,,0,0,,0,,25,25,0,20,,이론+실습,일반,,0
76,1,BGAA08797,COST,0000102,지교,0076,의복구성2,CONSTRUCTION OF COLTHING  II,,의복구성1 수강 후 수강가능,3.0,4.0, 의상디자인,의상디자인학과,예술디자인대학, 금11-18(예623), 최창숙,100:0:0,,0,0,,0,,19,19,0,20,,이론+실습,일반,,0
77,3,BGAA09393,ARTG,0404101,지교,0077,미술비평,ART CRITICISM,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람,2.0,2.0, 현대미술,현대미술학과,예술디자인대학, 화05-08(예414), 이준희,100:0:0,,0,0,,0,,24,24,0,30,,이론,일반,,0
78,1,BGAA09546,ART ,0207102,지교,0078,드로잉2,DRAWING 2,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람,3.0,4.0, 현대미술,현대미술학과,예술디자인대학," 수11-14(예409), 수15-18(예409-1)", 김재남,100:0:0,,0,0,,0,,17,17,0,20,,이론+실습,일반,,0
79,1,BGAA09546,ART ,0207102,지교,0079,드로잉2,DRAWING 2,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람,3.0,4.0, 현대미술,현대미술학과,예술디자인대학," 금11-14(예409), 금15-18(예409-1)", 김재남,100:0:0,,0,0,,0,,23,23,0,20,,이론+실습,일반,,0
80,1,BGAA09548,ART ,0207104,지교,0080,디지털워크샵2,DIGITAL WORKSHOP 2,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람 [학점교류생 수강불가],2.0,3.0, 현대미술,현대미술학과,예술디자인대학, 목03-08(예222), 남수현,93.8:0:6.3,,0,0,,0,,18,18,0,20,,이론+실습,일반,,0
81,1,BGAA09548,ART ,0207104,지교,0081,디지털워크샵2,DIGITAL WORKSHOP 2,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람 [학점교류생 수강불가],2.0,3.0, 현대미술,현대미술학과,예술디자인대학, 목11-16(예222), 남수현,93.8:0:6.3,,0,0,,0,,16,16,0,20,,이론+실습,일반,,0
82,1,BGAA09554,ART ,0199101,지교,0082,텍스트와상상력,TEXT & IMAGINATION,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람 [학점교류생 수강불가],3.0,4.0, 현대미술,현대미술학과,예술디자인대학, 월01-08(예413), 김은영,100:0:0,,0,0,,0,,30,30,0,30,,이론+실습,일반,,0
83,1,BGAA46581,DESI,0100102,지교,0083,디자인읽기와쓰기2,DESIGN READING & WRITING 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람
3. 1학년만 수강 가능",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 화03-08(예719), 양유진,100:0:0,,0,0,,0,,19,19,0,18,,이론+실습,일반,,0
84,1,BGAA46581,DESI,0100102,지교,0084,디자인읽기와쓰기2,DESIGN READING & WRITING 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람
3. 1학년만 수강 가능",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 화11-16(예719), 양유진,100:0:0,,0,0,,0,,20,20,0,18,,이론+실습,일반,,0
85,1,BGAA49103,ART ,0207106,지교,0085,입체기초2,SCLUPTURE FUNDAMENTAL 2,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람 [학점교류생 수강불가] / 예106 함께 사용,2.0,3.0, 현대미술,현대미술학과,예술디자인대학," 화03-05(예409), 화06-08(예409-1)", 김지민,100:0:0,,0,0,,0,,17,17,0,20,,이론+실습,일반,,0
86,1,BGAA49103,ART ,0207106,지교,0086,입체기초2,SCLUPTURE FUNDAMENTAL 2,,다(부)전공 학생은 전체 수강신청 기간에 신청 바람 [학점교류생 수강불가] / 예106 함께 사용,2.0,3.0, 현대미술,현대미술학과,예술디자인대학," 화11-13(예409), 화14-16(예409-1)", 김지민,100:0:0,,0,0,,0,,19,19,0,20,,이론+실습,일반,,0
87,1,BGAA51473,COST,0400102,지교,0087,패션과문화,FASHION AND CULTURE,,,3.0,3.0, 의상디자인,의상디자인학과,예술디자인대학, 화11-16(예413), 이은아,100:0:0,,0,0,,0,,32,32,0,40,,이론,일반,,0
88,1,BGAA51473,COST,0400102,지교,0088,패션과문화,FASHION AND CULTURE,,,3.0,3.0, 의상디자인,의상디자인학과,예술디자인대학, 금03-08(예413), 황진숙,37.5:62.5:0,,0,0,,0,,43,42,1,40,,이론,B-러닝(녹화+대면),,0
89,1,BGAA53450,DESI,0100104,지교,0089,4D조형실습2,4D DESIGN EXERCISE 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람
3. 1학년 학생만 수강 가능",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 수03-08(예719), 권태훈,100:0:0,,0,0,,0,,19,19,0,18,,이론+실습,일반,,0
90,1,BGAA53450,DESI,0100104,지교,0090,4D조형실습2,4D DESIGN EXERCISE 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람
3. 1학년 학생만 수강 가능",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 수11-16(예719), 권태훈,100:0:0,,0,0,,0,,19,19,0,18,,이론+실습,일반,,0
91,1,BGAA53452,DESI,0100106,지교,0091,디자인시각화2,DESIGN VISUALIZATION 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 목03-08(예719), 조예진,100:0:0,,0,0,,0,,21,21,0,18,,이론+실습,일반,,0
92,1,BGAA53452,DESI,0100106,지교,0092,디자인시각화2,DESIGN VISUALIZATION 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 금03-08(예719), 양효정,100:0:0,,0,0,,0,,17,17,0,18,,이론+실습,일반,,0
93,1,BGAA53454,DESI,0100108,지교,0093,디지털디자인2,DIGITAL DESIGN 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 월03-08(예715), 권경범,100:0:0,,0,0,,0,,13,13,0,18,,이론+실습,일반,,0
94,1,BGAA53454,DESI,0100108,지교,0094,디지털디자인2,DIGITAL DESIGN 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 월11-16(예715), 권경범,100:0:0,,0,0,,0,,20,20,0,18,,이론+실습,일반,,0
95,1,BGAA53456,DESI,0100110,지교,0095,기능조형디자인2,FUNCTIONAL FORM DESIGN 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 월17-20(예720), 이예슬,31.3:0:68.8,,0,0,,0,,21,21,0,18,,이론+실습,B-러닝(실시간+대면),,0
96,1,BGAA53456,DESI,0100110,지교,0096,기능조형디자인2,FUNCTIONAL FORM DESIGN 2,,"1. 산업디자인학과 원전공 학생만 수강 신청 가능
2. 다(부)전공 학생의 경우 전체 수강 정정기간 이후에 신청 바람",2.0,3.0, 산업디자인,산업디자인학과,예술디자인대학, 목11-16(예702), 박지홍,100:0:0,,0,0,,1,영어,16,16,0,18,,이론+실습,일반,,0
97,1,BGAA54711,COST,0200102,지교,0097,패션소재개발,DEVELOPMENT OF FASHION MATERIAL,,,2.0,3.0, 의상디자인,의상디자인학과,예술디자인대학, 화03-08(예1003), 이은정,100:0:0,,0,0,,0,,18,18,0,20,,이론+실습,일반,,0
98,1,BGAA54711,COST,0200102,지교,0098,패션소재개발,DEVELOPMENT OF FASHION MATERIAL,,,2.0,3.0, 의상디자인,의상디자인학과,예술디자인대학, 수03-08(예618), 김경미,100:0:0,,0,0,,0,,20,20,0,16,,이론+실습,일반,,0
99,1,BGAA54711,COST,0200102,지교,0099,패션소재개발,DEVELOPMENT OF FASHION MATERIAL,,,2.0,3.0, 의상디자인,의상디자인학과,예술디자인대학, 수11-16(예618), 김경미,100:0:0,,0,0,,0,,17,17,0,16,,이론+실습,일반,,0
100,1,BGAA54716,COST,0200103,지교,0100,패션컬러실습,PRACTICE OF FASHION COLOR,,,3.0,4.0, 의상디자인,의상디자인학과,예술디자인대학, 화01-08(예618), 고현진,100:0:0,,0,0,,0,,20,20,0,20,,이론+실습,일반,,0
