과목명,교수,전공,강의실,요일,강의시간
심화영화제작워크샵,송낙원, 영상영화학과,예220,수,03-10
심화영화제작워크샵,송낙원, 영상영화학과,예220,수,11-18
단편영상프로젝트2,송낙원, 영상영화학과,예220,화,11-18
단편영상프로젝트2,탁도연, 영상영화학과,예306,월,03-10
단편영상프로젝트2,탁도연, 영상영화학과,예306,월,11-18
졸업작품·졸업공연워크샵2,안종혁, 영상영화학과,예201,화,11-18
졸업작품·졸업공연워크샵2,박상현, 영상영화학과,예307,수,11-18
졸업작품·졸업공연워크샵2,최승원, 영상영화학과,예217,목,03-10
졸업작품·졸업공연워크샵2,이지영, 영상영화학과,예103,수,03-10
졸업작품·졸업공연워크샵2,최주연, 영상영화학과,예402,금,03-10
영상영화산업론,서영주, 영상영화학과,예412,금,07-10
영상영화산업론,서영주, 영상영화학과,예412,금,13-16
모션그래픽스고급,최승원, 영상영화학과,예306,화,11-18
모션그래픽스고급,최승원, 영상영화학과,예306,수,11-18
3D라이팅,김대홍, 영상영화학과,예306,수,03-10
3D라이팅,권정삼, 영상영화학과,예306,목,03-10
매체연기,이병준, 영상영화학과,예103,월,03-10
매체연기,김규진, 영상영화학과,예103,월,11-18
VR워크샵,최순호, 영상영화학과,예221,월,03-10
VR워크샵,최순호, 영상영화학과,예221,월,11-18
영상제작워크샵2,이정한, 영상영화학과,예B101,목,03-06
영상제작워크샵2,이정한, 영상영화학과,예221,목,07-10
영상제작워크샵2,이정한, 영상영화학과,예B101,금,03-06
영상제작워크샵2,이정한, 영상영화학과,예221,금,07-10
영상제작워크샵2,이정한, 영상영화학과,예B101,목,11-14
영상제작워크샵2,이정한, 영상영화학과,예221,목,15-18
스토리보드앤애니메틱스,정준호, 영상영화학과,예201,금,03-10
스토리보드앤애니메틱스,정준호, 영상영화학과,예201,금,11-18
VOCAL AND CONVERSATION,김선, 영상영화학과,예219,화,11-18
일본학의이해,박삼헌, 일어교육과,사108,화,07-12
일본애니메이션스토리텔링,"신인섭, 우연희", 일어교육과,사217,목,13-18
초급일본어2,"최혜정, 오현정", 일어교육과,사320,월,05-07
초급일본어2,"최혜정, 오현정", 일어교육과,사320,목,05-07
초급일본어회화2,나가시마 노리코, 일어교육과,사320,수,12-14
초급일본어회화2,나가시마 노리코, 일어교육과,사217,금,11-13
일본문화읽기,박삼헌, 일어교육과,사201,화,13-18
중급일본어회화2,나가시마 노리코, 일어교육과,사320,수,15-17
중급일본어회화2,나가시마 노리코, 일어교육과,사217,금,05-07
중급일본어2,이현영, 일어교육과,사320,화,05-08
중급일본어2,이현영, 일어교육과,사217,목,05-06
일본전통문학속의문화읽기,이현영, 일어교육과,사217,수,12-17
미래교육과일본어과수업의실제,"나가시마 노리코, 윤찬현", 일어교육과,사217,월,03-04
미래교육과일본어과수업의실제,"나가시마 노리코, 윤찬현", 일어교육과,사107,목,01-04
미분기하학1,고성은, 수학교육과,사218,월,15-18
미분기하학1,고성은, 수학교육과,사216,화,15-18
복소해석학2,김영주, 수학교육과,사218,화,13-15
복소해석학2,김영주, 수학교육과,사218,목,13-15
수학및매스매티카실습2,문명호, 수학교육과,사216,월,11-14
수학및매스매티카실습2,문명호, 수학교육과,사218,수,11-14
수학학습심리학,홍진곤, 수학교육과,사113,월,10-12
수학학습심리학,홍진곤, 수학교육과,사113,수,03-05
위상수학2,문명호, 수학교육과,사216,수,04-06
위상수학2,문명호, 수학교육과,사216,목,04-06
정수론,김석진, 수학교육과,사218,화,01-03
정수론,김석진, 수학교육과,사216,수,10-12
중등대수교육1,김석진, 수학교육과,사218,월,10-12
중등대수교육1,김석진, 수학교육과,사218,화,04-06
해석학2,문명호, 수학교육과,사216,월,03-06
해석학2,문명호, 수학교육과,사216,목,09-12
미래교육과수학과수업의실제,"홍진곤, 심태훈", 수학교육과,사107,월,13-14
미래교육과수학과수업의실제,"홍진곤, 심태훈", 수학교육과,사107,금,05-08
건강체조,김민정, 체육교육과,체육관206,화,13-16
기계체조2,양태석, 체육교육과,체육관206,수,01-04
운동처방,"김원중, 신세영", 체육교육과,체육관117,화,05-08
인체해부학,"김원중, 신세영", 체육교육과,체육관117,목,01-04
인체해부학,"김원중, 신세영", 체육교육과,체육관117,화,01-04
체육시설관리및행정,최규현, 체육교육과,체육관114,화,13-16
뉴스포츠,허영진, 체육교육과,체육관206,화,09-12
수상안전및구급법,"권택용, 임유환", 체육교육과,체육관202,목,13-16
육상경기2,서민석, 체육교육과,체육관206,목,05-08
체육멀티미디어,박경석, 체육교육과,사301,수,03-06
탁구지도법,허영진, 체육교육과,체육관206,월,13-16
건강운동과학개론및실습,임기원, 체육교육과,체육관117,목,05-08
건강운동과학개론및실습,임기원, 체육교육과,체육관117,금,03-06
농구현장지도법,김성은, 체육교육과,체육관206,금,09-12
소프트볼현장지도법,"최영래, 최규현", 체육교육과,체육관202,화,03-06
소프트볼현장지도법,"최규현, 최영래", 체육교육과,체육관116,화,03-06
골프현장지도법,이현, 체육교육과,체육관206,화,05-08
배드민턴현장지도법,김원중, 체육교육과,체육관206,월,09-12
평생스포츠및세미나,최영래, 체육교육과,체육관206,목,13-16
동계스포츠현장지도법2,권택용, 체육교육과,체육관114,금,17-19
동계스포츠현장지도법1,신석환, 체육교육과,체육관117,금,17-19
미래교육과체육과수업의실제,"박경석, 이승수", 체육교육과,체육관114,월,17-18
미래교육과체육과수업의실제,"박경석, 이승수", 체육교육과,체육관114,수,13-16
부전공실기2,안선영, 음악교육과,사311,화,03-04
부전공실기6,문상원, 음악교육과,사311,금,09-10
부전공실기8,박주경, 음악교육과,사311,화,17-18
음악교재연구및지도법,최은식, 음악교육과,사312,화,03-04
음악교재연구및지도법,최은식, 음악교육과,사312,목,11-14
서양음악사2낭만현대,고은미, 음악교육과,사312,수,11-12
서양음악사2낭만현대,고은미, 음악교육과,사312,목,03-06
합창합주2,"유승공, 권동현", 음악교육과,산학322,월,09-12
합창합주2,박주경, 음악교육과,사311,월,17-19
합창합주4,"유승공, 권동현", 음악교육과,산학322,월,09-12
합창합주4,박주경, 음악교육과,사311,월,17-19
합창합주8,"유승공, 권동현", 음악교육과,산학322,월,09-12
합창합주8,박주경, 음악교육과,사311,월,17-19
합창합주지도법,권동현, 음악교육과,사225,화,13-16
국악실기,김윤조, 음악교육과,사311,월,05-08
대위법,장춘희, 음악교육과,사312,월,05-08
대위법,장춘희, 음악교육과,사225,화,17-18
혁신적음악교수학습세미나,"안소영, 최은식", 음악교육과,사312,화,15-18
영문학개론,박재영, 영어교육과,사301-1,화,13-16
영문학개론,박재영, 영어교육과,사301-1,목,17-18
영어교재연구및지도법,황종배, 영어교육과,사112,화,03-05
영어교재연구및지도법,황종배, 영어교육과,사112,금,03-05
영어교재연구및지도법,"황종배, 박성민", 영어교육과,사301-1,화,01-02
영어교재연구및지도법,"황종배, 박성민", 영어교육과,사301-1,목,13-16
영어학세미나,이우승, 영어교육과,사112,월,01-03
영어학세미나,이우승, 영어교육과,사112,화,16-18
영어작문,박재영, 영어교육과,사301,화,10-12
영어작문,박재영, 영어교육과,사301,목,10-12
영어학개론,이우승, 영어교육과,사112,월,17-18
영어학개론,이우승, 영어교육과,사112,목,13-16
영어논리및논술,박재영, 영어교육과,사301,화,17-18
영어논리및논술,박재영, 영어교육과,사301,목,13-16
영어수업설계및실기2,임인재, 영어교육과,사225,월,10-12
영어수업설계및실기2,임인재, 영어교육과,사225,화,10-12
영어교육전공독해2,이준원, 영어교육과,사327,화,13-16
영어교육전공독해2,이준원, 영어교육과,사327,수,15-16
영문법의이해와영어교육현장적용,황종배, 영어교육과,사112,금,07-12
"사랑,모험,판타지소설과영어교육",박재영, 영어교육과,사301-1,화,07-09
"사랑,모험,판타지소설과영어교육",박재영, 영어교육과,사301-1,목,07-09
미래교육과영어과수업의실제,"황종배, 김태희", 영어교육과,사301-1,월,17-18
미래교육과영어과수업의실제,"황종배, 김태희", 영어교육과,사301-1,수,13-16
평생교육실습,유병민, 교육공학과,사327,화,17-18
평생교육실습,유병민, 교육공학과,사327,금,01-04
기업교육론,주민호, 교육공학과,온라인(녹화,월,15-18
기업교육론,주민호, 교육공학과,사327,수,03-04
교육연구방법,"주민호, 박성열", 교육공학과,사327,월,09-14
평생교육프로그램개발론,고주은, 교육공학과,사201,화,04-06
평생교육프로그램개발론,고주은, 교육공학과,사327,목,04-06
성인학습및상담,주민호, 교육공학과,사327,수,05-06
성인학습및상담,주민호, 교육공학과,온라인(녹화,금,03-06
교육공학동향연구,임걸, 교육공학과,상허관108,화,09-14
디지털그래픽제작및교육활용,유병민, 교육공학과,e-러닝,,
미래교육과교육공학과수업의실제,"유병민, 미배정", 교육공학과,사327,월,15-16
미래교육과교육공학과수업의실제,"유병민, 미배정", 교육공학과,사327,목,09-12
수의치과학,최이돈, 수의학과,수511,금,05-08
수의피부학,"현재은, 강정훈", 수의학과,수511,목,11-14
수의학심화실습1,"한진수, 최농훈, 서건호, 김우석, 이정익, 강영선", 수의학과,수409,월,17-19
임상약리학,"강영선, 유수진", 수의학과,수511,목,15-18
종양학,"김재환, 윤헌영, 김정현", 수의학과,수511,월,01-04
의학통계학,국세정, 수의학과,수511,금,01-04
축산물어패류검사론,"최농훈, 서건호", 수의학과,수511,월,05-08
수의바이오신약,김수현, 수의학과,수511,수,05-08
공중보건위생세미나,"서건호, 최농훈", 수의학과,수207,화,05-08
특수동물임상세미나,이동훈, 수의학과,수307,화,01-04
통합진단학1,"김정현, 김재환, 정순욱", 수의학과,수510,월,17-19
통합진단학1,"엄기동, 현재은, 윤헌영", 수의학과,수307,월,17-19
동물보호소의학실습,"윤헌영, 현재은, 김재환, 한현정, 김준영", 수의학과,수207,금,09-16
동물보호소의학실습,"윤헌영, 현재은, 김재환, 한현정, 김준영", 수의학과,수409,금,09-16
고체물리학2,장성호," 디스플레이공학연계, 물리",창108,화,10-12
고체물리학2,장성호," 디스플레이공학연계, 물리",창108,목,10-12
수리물리학2,김광주, 물리,창108,월,04-06
수리물리학2,김광주, 물리,창108,수,04-06
입자물리학,윤여웅, 물리,이505,수,01-06
현대광학,노유신," 디스플레이공학연계, 물리",창107,월,10-12
현대광학,노유신," 디스플레이공학연계, 물리",창107,수,10-12
반도체물리,박배호, 물리,이505,화,04-06
반도체물리,박배호, 물리,이505,목,04-06
양자소재및소자,장성호, 물리,창107,월,13-15
양자소재및소자,장성호, 물리,창107,목,04-06
현대물리학실험,이예령, 물리,이405,월,09-14
현대물리학실험,이예령, 물리,이405,수,09-14
양자컴퓨팅개론및연습,권용경, 물리,창103,월,09-12
양자컴퓨팅개론및연습,권용경, 물리,창103,수,09-12
첨단반도체공정이론,정현종, 물리,창108,화,14-16
첨단반도체공정이론,정현종, 물리,창108,목,14-16
고전역학2및연습,권용경, 물리,창108,화,04-07
고전역학2및연습,권용경, 물리,창108,목,04-07
기기분석1,조동회, 화학과,창113,월,02-07
무기화학실험2,이만종, 화학과,이615,월,11-18
무기화학특강,도정환, 화학과,창106,월,07-09
무기화학특강,도정환, 화학과,창106,목,07-09
물리화학2,파르자나, 화학과,창106,수,04-06
물리화학2,파르자나, 화학과,창106,금,04-06
물리화학실험1,표승문, 화학과,이709,수,10-17
물리화학실험1,표승문, 화학과,이709,금,10-17
물리화학특론,임찬, 화학과,창113,화,10-12
물리화학특론,임찬, 화학과,창113,목,10-12
생화학2,허용석, 화학과,창106,화,04-06
생화학2,허용석, 화학과,창106,목,04-06
생화학실험,허용석, 화학과,이615,금,10-17
유기화학2,이수민, 화학과,창106,화,10-12
유기화학2,이수민, 화학과,창106,목,10-12
유기화학실험,이수민, 화학과,이714,월,09-19
첨단재료화학,표승문, 화학과,창113,금,03-08
의약합성화학,박용선, 화학과,창113-1,수,10-12
의약합성화학,박용선, 화학과,창113-1,금,10-12
화학실습종합설계2,박용선, 화학과,이615,화,17-20
화학실습종합설계2,박용선, 화학과,이615,수,18-19
화학실습종합설계2,박용선, 화학과,이615,금,18-19
대수학특강,이승훈, 수학과,창104,월,10-12
대수학특강,이승훈, 수학과,창104,수,10-12
복소수함수론2,이문배, 수학과,창111,화,10-12
복소수함수론2,이문배, 수학과,창111,목,10-12
유클리드기하학과사영기하학,팽성훈, 수학과,창111,월,10-12
유클리드기하학과사영기하학,팽성훈, 수학과,창111,수,10-12
해석개론2,이문배, 수학과,창104,화,03-06
해석개론2,이문배, 수학과,창104,목,03-06
환및가군,박희상, 수학과,창108,월,01-03
환및가군,박희상, 수학과,창108,수,01-03
수학프로그래밍실습,정은옥, 수학과,창103,화,13-16
수학프로그래밍실습,정은옥, 수학과,창103,목,13-16
다변수함수론2,고성은, 수학과,창104,월,04-06
다변수함수론2,고성은, 수학과,창104,수,04-06
생명수학,김양진, 수학과,창103,화,10-12
생명수학,김양진, 수학과,창103,목,10-12
현대수학특강2,팽성훈, 수학과,이214-1,월,04-06
현대수학특강2,팽성훈, 수학과,이214-1,수,04-06
파생금융수학,박춘재, 수학과,창112,화,13-15
파생금융수학,박춘재, 수학과,창112,목,13-15
선형대수학2,신동관, 수학과,창111,월,13-16
선형대수학2,신동관, 수학과,창111,수,13-16
선형대수학2,신동관, 수학과,창111,월,03-06
선형대수학2,신동관, 수학과,창111,수,03-06
곡면위상,김태희, 수학과,창112,월,10-12
곡면위상,김태희, 수학과,창112,수,10-12
미분기하개론2,팽성훈, 수학과,창112,화,04-06
미분기하개론2,팽성훈, 수학과,창112,목,04-06
유전학및실험,조경상, 생명과학특성,산학102,화,01-04
유전학및실험,조경상, 생명과학특성,산학508,목,09-12
유전학및실험,조경상, 생명과학특성,산학102,화,09-12
유전학및실험,조경상, 생명과학특성,산학508,목,01-04
생물유기화학,김동학, 생명과학특성,산학102,월,04-06
생물유기화학,김동학, 생명과학특성,산학102,수,13-15
생물유기화학,김동학, 생명과학특성,산학102,월,10-12
생물유기화학,김동학, 생명과학특성,산학102,수,04-06
분자생물학2,"조경상, 이임순", 생명과학특성,산학114,월,01-03
분자생물학2,"조경상, 이임순", 생명과학특성,산학114,수,10-12
분자생물학2,"조경상, 이임순", 생명과학특성,산학114,월,10-12
분자생물학2,"조경상, 이임순", 생명과학특성,산학114,수,01-03
바이러스학,이임순, 생명과학특성,산학114,화,10-12
바이러스학,이임순, 생명과학특성,산학114,목,16-18
바이러스학,이임순, 생명과학특성,산학114,화,16-18
바이러스학,이임순, 생명과학특성,산학114,목,10-12
생화학2,"김동학, 강린우", 생명과학특성,산학102,화,05-07
생화학2,"김동학, 강린우", 생명과학특성,산학102,목,13-15
생화학2,"김동학, 강린우", 생명과학특성,산학102,화,13-15
생화학2,"김동학, 강린우", 생명과학특성,산학102,목,05-07
신경생물학,정지혜, 생명과학특성,산학114,화,04-06
신경생물학,정지혜, 생명과학특성,산학114,목,04-06
인체생물학,한정수, 생명과학특성,동304,월,01-03
인체생물학,한정수, 생명과학특성,동304,수,01-03
식물계통분류학,이재석, 생명과학특성,농507,화,16-18
식물계통분류학,이재석, 생명과학특성,농507,수,16-18
학술및정보세미나2,강린우, 생명과학특성,산학223,화,17-18
식물생화학,윤혜섭, 생명과학특성,산학114,화,01-03
식물생화학,윤혜섭, 생명과학특성,산학114,목,01-03
식물미생물과학,윤혜섭, 생명과학특성,생455,월,04-06
식물미생물과학,윤혜섭, 생명과학특성,생455,수,04-06
생명과학종합설계2,조경상, 생명과학특성,산학315,금,10-17
축산식품학,김수기, 동물자원과학,동303,월,08-10
축산식품학,김수기, 동물자원과학,생351,수,08-10
동물영양학,김법균, 동물자원과학,동303,화,04-06
동물영양학,김법균, 동물자원과학,동303,목,04-06
동물육종학,이준호, 동물자원과학,생352,금,13-18
육우학,박근규, 동물자원과학,동304,수,13-15
육우학,박근규, 동물자원과학,동304,금,13-15
분석화학및실험,이경우, 동물자원과학,동303,화,13-14
분석화학및실험,이경우, 동물자원과학,동303,목,13-18
영양자원학,"조현웅, 김다혜", 동물자원과학,동303,화,07-09
영양자원학,"조현웅, 김다혜", 동물자원과학,동303,목,07-09
반려동물학,이경우, 동물자원과학,동303,화,10-12
반려동물학,이경우, 동물자원과학,동303,목,10-12
동물자원경제학,김기현, 동물자원과학,동303,금,01-06
마학및실습,"이가은, 조현웅", 동물자원과학,동304,월,11-18
축산물위생학,주원돈, 동물자원과학,동711,금,07-12
스마트낙농과학,황선국, 동물자원과학,동304,목,13-18
지능형축산시설,나영준, 동물자원과학,동304,화,13-16
지능형축산시설,나영준, 동물자원과학,생405-2,화,17-18
식물과미세기상학,지희연," 응용생물과, 식량자원과학",생456,목,09-11
식물과미세기상학,지희연," 응용생물과, 식량자원과학",생456,금,09-11
작물개량학및실험,이주현," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생253,월,01-04
작물개량학및실험,이주현," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생308,수,01-04
약용작물기능성물질학,지희연," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생255,월,01-03
약용작물기능성물질학,지희연," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생255,수,01-03
작물환경화학,지희연," 응용생물과, 식량자원과학",생453,화,09-11
작물환경화학,지희연," 응용생물과, 식량자원과학",생453,금,04-06
작물보호학,오민지," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생351,화,01-06
작물기능유전체학,정우석," 응용생물과, 식량자원과학",생455,화,04-06
작물기능유전체학,정우석," 응용생물과, 식량자원과학",생455,목,04-06
차세대종자산업학및실험,이주현," 응용생물과, 식량자원과학",생454,수,09-12
차세대종자산업학및실험,이주현," 응용생물과, 식량자원과학",생308,금,01-04
작물생명공학이론및실험실습,정우석," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생456,월,09-12
작물생명공학이론및실험실습,정우석," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생456,수,09-12
작물분자육종학및실험,이주현," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생451,화,09-12
작물분자육종학및실험,이주현," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생308,목,09-12
토양비료학및실험,이지호," 응용생물과, 식량자원과학",생453,수,09-12
토양비료학및실험,이지호," 응용생물과, 식량자원과학",생511,금,09-12
작물기능성물질대사학,김승현," 응용생물과, 식량자원과학",생255,월,09-11
작물기능성물질대사학,김승현," 응용생물과, 식량자원과학",생255,화,09-11
식품위생학,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,월,04-06
식품위생학,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,수,04-06
발효공학,백현동," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,화,03-06
발효공학,백현동," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,목,11-12
식육과학,이주운," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,월,01-06
식품냉동학,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,화,10-12
식품냉동학,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,수,10-12
식품분석및실험,여주동," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,화,13-14
식품분석및실험,여주동," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,화,15-16
식품분석및실험,여주동," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,수,13-14
식품분석및실험,여주동," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,수,15-16
식품독성학,한성구," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,화,11-12
식품독성학,한성구," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,수,15-18
낙농식품가공학및실습,한성구," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,월,13-14
낙농식품가공학및실습,한성구," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,월,15-16
낙농식품가공학및실습,한성구," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동321,금,11-12
낙농식품가공학및실습,한성구," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,금,13-14
식품약리학및실험,서한극," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동710-5,화,09-12
식품약리학및실험,서한극," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동710-5,목,11-14
식품영양학,고은영," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,화,13-15
식품영양학,고은영," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,금,13-15
식품첨가물학및식품공전,양경희," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,금,01-06
육가공학종합설계,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,화,04-05
육가공학종합설계,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,화,06-07
육가공학종합설계,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,목,04-05
육가공학종합설계,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,목,06-07
식품공정공학및실습,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,수,03-04
식품공정공학및실습,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,수,05-06
식품공정공학및실습,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,목,10-11
식품공정공학및실습,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,목,12-13
식품마케팅,최승철, 식품유통공학,동319,수,10-12
식품마케팅,최승철, 식품유통공학,동319,금,04-06
시장구조론,장재봉, 식품유통공학,동802,월,16-18
시장구조론,장재봉, 식품유통공학,동802,수,04-06
식품개발및제품관리,장혜지, 식품유통공학,동319,화,14-16
식품개발및제품관리,장혜지, 식품유통공학,동319,목,14-16
식품위생/안전제도,김중섭, 식품유통공학,동710-5,수,09-14
식품안전가공학/실습,"박정민, 김중섭", 식품유통공학,생451,화,13-16
식품안전가공학/실습,"박정민, 김중섭", 식품유통공학,생510,수,15-18
식품물류시스템분석,이라경, 식품유통공학,생255,목,11-16
식품산업안전,정태환, 식품유통공학,생451,금,09-14
농식품유통SCM분석,윤병조, 식품유통공학,동319,월,13-15
농식품유통SCM분석,윤병조, 식품유통공학,동319,수,13-15
축산품유통위생관리,박정민, 식품유통공학,생455,화,09-10
축산품유통위생관리,박정민, 식품유통공학,생455,목,09-12
식품위생안전성학,김진만, 식품유통공학,동319,화,04-06
식품위생안전성학,김진만, 식품유통공학,동319,목,04-06
농식품소비행위분석론,장재봉, 식품유통공학,동802,월,10-12
농식품소비행위분석론,장재봉, 식품유통공학,동802,화,04-06
식품산업경영과학,연규영, 식품유통공학,동319,금,13-18
환경영향평가,황길순," 환경과학, 환경보건과학",생453,월,07-12
기기분석화학,윤영대," 환경과학, 환경보건과학",생451,월,10-12
기기분석화학,윤영대," 환경과학, 환경보건과학",생451,수,10-12
환경보건역학,윤영대," 환경과학, 환경보건과학",생454,화,10-12
환경보건역학,윤영대," 환경과학, 환경보건과학",생454,목,04-06
토양환경학,이한필," 환경과학, 환경보건과학",생456,월,01-03
토양환경학,이한필," 환경과학, 환경보건과학",생456,수,04-06
환경생태학,황순진," 환경과학, 환경보건과학",생352,월,04-06
환경생태학,황순진," 환경과학, 환경보건과학",생352,수,01-03
환경독성학실험,"안윤주, 곽진일"," 환경과학, 환경보건과학",생407,목,07-18
육수학실험,황순진," 환경과학, 환경보건과학",생407,월,13-18
육수학실험,황순진," 환경과학, 환경보건과학",생407,수,13-18
환경위생곤충학,천세철," 환경과학, 환경보건과학",생451,월,04-06
환경위생곤충학,천세철," 환경과학, 환경보건과학",생451,수,01-03
상하수관리,최재호," 환경과학, 환경보건과학",생456,화,04-06
상하수관리,최재호," 환경과학, 환경보건과학",생456,목,01-03
산림생태학,이희라," 환경과학, 산림조경",생453,화,04-06
산림생태학,이희라," 환경과학, 산림조경",생453,목,04-06
산림경영학,김재현," 환경과학, 산림조경",생253,화,04-06
산림경영학,김재현," 환경과학, 산림조경",생253,목,10-12
목재의이해,박문재," 환경과학, 산림조경",생454,월,01-06
조림학,이희라," 환경과학, 산림조경",생455,화,14-16
조림학,이희라," 환경과학, 산림조경",생455,목,16-18
환경계획및관계법률,"이상우, 박세린"," 환경과학, 산림조경",생253,월,07-09
환경계획및관계법률,"이상우, 박세린"," 환경과학, 산림조경",생253,수,10-12
동양조경사,홍성권," 환경과학, 산림조경",생454,수,13-18
정원및식재계획실습,안경진," 환경과학, 산림조경",부102,월,01-08
조경적산학,장종수," 환경과학, 산림조경",생453,목,11-16
지속가능한지역만들기,김재현," 환경과학, 산림조경",생253,화,10-12
지속가능한지역만들기,김재현," 환경과학, 산림조경",생253,목,04-06
산림환경조사론,이희라," 환경과학, 산림조경",생455,화,11-13
산림환경조사론,이희라," 환경과학, 산림조경",생455,목,13-15
조경종합설계,안경진," 환경과학, 산림조경",동801,화,01-08
조경식물관리학및실습,장종수," 환경과학, 산림조경",생455,수,13-18
조형설계및실습,안경진," 환경과학, 산림조경",부102,수,01-08
에너지공학실험1,조한익, 미래에너지공학,신공813,화,13-16
에너지공학실험1,조한익, 미래에너지공학,신공813,목,13-16
에너지전공심화실습1,최원창, 미래에너지공학,신공813,월,13-16
에너지전공심화실습1,최원창, 미래에너지공학,신공813,수,13-16
에너지전기화학촉매,조한익, 미래에너지공학,공B368,월,04-06
에너지전기화학촉매,조한익, 미래에너지공학,공B368,수,01-03
에너지공학종합설계,최원창, 미래에너지공학,공B368,화,04-06
에너지공학종합설계,최원창, 미래에너지공학,공B368,목,01-03
에너지무기소재,최원창, 미래에너지공학,공B368,월,07-09
에너지무기소재,최원창, 미래에너지공학,공B368,수,10-12
메카트로닉스,조기춘, 스마트운행체공학,공B364,화,15-18
메카트로닉스,조기춘, 스마트운행체공학,공B364,목,15-18
디지털논리회로,박정근, 스마트운행체공학,공B364,월,10-12
디지털논리회로,박정근, 스마트운행체공학,공B364,수,10-12
기초설계,김상호, 스마트운행체공학,공D131,수,01-03
기초설계,김상호, 스마트운행체공학,동710-5,목,07-09
센서및계측공학,박정근, 스마트운행체공학,공B364,화,10-12
센서및계측공학,박정근, 스마트운행체공학,공B364,목,10-12
운행체역학실험,"박훈철, 김상호", 스마트운행체공학,공D131,월,13-16
운행체역학실험,"박훈철, 김상호", 스마트운행체공학,공D131,수,13-16
전산모델링,우수민, 스마트운행체공학,공B361-2,화,04-06
전산모델링,우수민, 스마트운행체공학,공B361-2,목,04-06
최적화기법,우수민, 스마트운행체공학,공B361-2,월,04-06
최적화기법,우수민, 스마트운행체공학,공B361-2,수,04-06
스마트운행체설계프로젝트,"김상호, 김호용", 스마트운행체공학,공B364,화,01-03
스마트운행체설계프로젝트,"김상호, 김호용", 스마트운행체공학,공B364,목,01-03
스마트운행체설계프로젝트,"김상호, 김호용", 스마트운행체공학,공B364,금,17-18
자율운행체비전,박정근, 스마트운행체공학,공B364,화,07-09
자율운행체비전,박정근, 스마트운행체공학,공B364,목,07-09
인공지능응용,문창주, 스마트운행체공학,공B366,월,10-12
인공지능응용,문창주, 스마트운행체공학,공B366,수,01-03
AUTONOMOUS SYSTEM PLATFORM,조기춘, 스마트운행체공학,공B364,월,15-18
AUTONOMOUS SYSTEM PLATFORM,조기춘, 스마트운행체공학,공B364,수,15-18
컴퓨터구조,김정기, 스마트ICT융합공학,공B352,월,13-15
컴퓨터구조,김정기, 스마트ICT융합공학,공B352,수,13-15
컴퓨터구조,김정기, 스마트ICT융합공학,공B352,월,16-18
컴퓨터구조,김정기, 스마트ICT융합공학,공B352,수,16-18
